USFLUX,MEANGBT,MEANJZH,MEANPOT,SHRGT45,TOTUSJH,MEANGBH,MEANALP,MEANGAM,MEANGBZ,MEANJZD,TOTUSJZ,SAVNCPP,TOTPOT,MEANSHR,AREA_ACR,R_VALUE,ABSNJZH,HARPNUM,NOAA,Class,Peak Time
5.318012e+22,113.82,-0.01184249,13409.38,48.49,7477.299,77.634,-0.02669073,56.088,123.802,0.21146965,130226100000000.0,32500260000000.0,1.54207e+24,47.736,2954.699219,5.347,1025.453,10976,13615,M2.7,2024.03.23_18:18_TAI
5.133054e+22,114.562,-0.01317914,14277.41,50.003,7144.145,83.741,-0.02965264,56.745,121.301,0.12387452,127942700000000.0,34728520000000.0,1.564684e+24,48.294,2903.747314,5.305,1087.503,10976,13615,M2.2,2024.03.23_22:06_TAI
5.298276e+22,112.427,-0.01078062,13292.55,49.368,7151.555,78.856,-0.02583242,56.242,119.049,0.05590704,133405800000000.0,31673630000000.0,1.568636e+24,47.949,2887.093262,5.268,957.944,10976,13615,M1.3,2024.03.23_23:51_TAI
5.074852e+22,112.255,-0.0098695,14286.25,51.263,6549.166,84.099,-0.02263241,57.21,118.046,0.08906626,120938000000000.0,17595130000000.0,1.563357e+24,48.735,2967.210938,5.322,813.237,10976,13615,M1.1,2024.03.24_04:18_TAI
5.021711e+22,111.873,-0.00948164,14506.87,51.564,6503.329,84.436,-0.02170276,57.383,117.897,0.10175682,119056400000000.0,10484820000000.0,1.565401e+24,48.93,2972.699219,5.313,770.374,10976,13615,M1.0,2024.03.24_04:34_TAI
4.914874e+22,109.826,-0.00865083,14805.39,52.55,6415.222,84.248,-0.01992798,57.762,116.677,0.13350232,115922300000000.0,10590830000000.0,1.563638e+24,49.31,2983.609863,5.295,687.931,10976,13615,M1.2,2024.03.24_05:13_TAI
5.940739e+22,103.793,4.281e-05,13034.46,50.372,6713.6,71.144,0.00010042,56.138,110.604,0.14302363,131707300000000.0,10670170000000.0,1.714902e+24,48.089,3028.05957,5.158,4.241,10976,13615,M4.4,2024.03.24_22:44_TAI
6.743303e+22,109.954,0.00149604,12218.34,44.574,6631.973,70.247,0.00317601,52.046,117.855,0.05485924,126149000000000.0,10285880000000.0,1.649375e+24,44.531,3441.473877,5.222,152.061,10976,13615,M1.8,2024.03.25_16:36_TAI
6.697686e+22,100.678,0.0003358,11362.76,42.952,6060.254,63.149,0.00077803,51.002,108.81,0.16158807,119823300000000.0,8903482000000.0,1.588278e+24,43.85,3289.218262,5.22,35.342,10976,13615,M1.0,2024.03.26_02:17_TAI
6.818969e+22,101.179,0.00187216,11280.2,42.188,6147.657,63.426,0.00431679,50.468,109.046,0.13307431,121223100000000.0,8900504000000.0,1.594611e+24,43.419,3311.718506,5.198,199.282,10976,13615,M1.3,2024.03.26_02:43_TAI
