Method,Time,Layers,Alpha,Tolerance,TSS Mean,TSS Std,HSS Mean,HSS Std
flare_linked,60,72,0.001,1e-06,0.6803,0.1512,0.7237,0.1328
flare_linked,60,72,0.001,1e-05,0.6803,0.1512,0.7237,0.1328
flare_linked,60,72,0.001,0.0001,0.6803,0.1512,0.7237,0.1328
flare_linked,60,72,0.001,0.001,0.3981,0.1178,0.4788,0.1217
flare_linked,60,90,1e-07,1e-07,0.6865,0.1518,0.7268,0.1418
flare_linked,60,90,1e-07,1e-06,0.6865,0.1518,0.7268,0.1418
flare_linked,60,90,1e-07,1e-05,0.6865,0.1518,0.7268,0.1418
flare_linked,60,90,1e-07,0.0001,0.6865,0.1518,0.7268,0.1418
flare_linked,60,90,1e-07,0.001,0.4464,0.1785,0.5044,0.1709
flare_linked,60,90,1e-06,1e-07,0.6894,0.1565,0.7229,0.148
flare_linked,60,90,1e-06,1e-06,0.6894,0.1565,0.7229,0.148
flare_linked,60,90,1e-06,1e-05,0.6894,0.1565,0.7229,0.148
flare_linked,60,90,1e-06,0.0001,0.6894,0.1565,0.7229,0.148
flare_linked,60,90,1e-06,0.001,0.4464,0.1785,0.5044,0.1709
flare_linked,60,90,1e-05,1e-07,0.6773,0.1568,0.7099,0.1467
flare_linked,60,90,1e-05,1e-06,0.6773,0.1568,0.7099,0.1467
flare_linked,60,90,1e-05,1e-05,0.6773,0.1568,0.7099,0.1467
flare_linked,60,90,1e-05,0.0001,0.6773,0.1568,0.7099,0.1467
flare_linked,60,90,1e-05,0.001,0.4373,0.1755,0.4956,0.1658
flare_linked,60,90,0.0001,1e-07,0.6894,0.1565,0.7229,0.148
flare_linked,60,90,0.0001,1e-06,0.6894,0.1565,0.7229,0.148
flare_linked,60,90,0.0001,1e-05,0.6894,0.1565,0.7229,0.148
flare_linked,60,90,0.0001,0.0001,0.6894,0.1565,0.7229,0.148
flare_linked,60,90,0.0001,0.001,0.4403,0.1652,0.5032,0.1689
flare_linked,60,90,0.001,1e-07,0.6864,0.1519,0.7174,0.1404
flare_linked,60,90,0.001,1e-06,0.6864,0.1519,0.7174,0.1404
flare_linked,60,90,0.001,1e-05,0.6864,0.1519,0.7174,0.1404
flare_linked,60,90,0.001,0.0001,0.6864,0.1519,0.7174,0.1404
flare_linked,60,90,0.001,0.001,0.4373,0.1935,0.494,0.1903
flare_linked,60,108,1e-07,1e-07,0.7057,0.1322,0.7425,0.1187
flare_linked,60,108,1e-07,1e-06,0.7057,0.1322,0.7425,0.1187
flare_linked,60,108,1e-07,1e-05,0.7057,0.1322,0.7425,0.1187
flare_linked,60,108,1e-07,0.0001,0.7057,0.1322,0.7425,0.1187
flare_linked,60,108,1e-07,0.001,0.4274,0.1603,0.4922,0.1545
flare_linked,60,108,1e-06,1e-07,0.6966,0.1357,0.735,0.121
flare_linked,60,108,1e-06,1e-06,0.6966,0.1357,0.735,0.121
flare_linked,60,108,1e-06,1e-05,0.6966,0.1357,0.735,0.121
flare_linked,60,108,1e-06,0.0001,0.6966,0.1357,0.735,0.121
flare_linked,60,108,1e-06,0.001,0.4274,0.1603,0.4922,0.1545
flare_linked,60,108,1e-05,1e-07,0.7087,0.128,0.7478,0.1099
flare_linked,60,108,1e-05,1e-06,0.7087,0.128,0.7478,0.1099
flare_linked,60,108,1e-05,1e-05,0.7087,0.128,0.7478,0.1099
flare_linked,60,108,1e-05,0.0001,0.7087,0.128,0.7478,0.1099
flare_linked,60,108,1e-05,0.001,0.4374,0.1551,0.5031,0.1512
flare_linked,60,108,0.0001,1e-07,0.6996,0.1317,0.7402,0.1127
flare_linked,60,108,0.0001,1e-06,0.6996,0.1317,0.7402,0.1127
flare_linked,60,108,0.0001,1e-05,0.6996,0.1317,0.7402,0.1127
flare_linked,60,108,0.0001,0.0001,0.6996,0.1317,0.7402,0.1127
flare_linked,60,108,0.0001,0.001,0.4374,0.1551,0.5031,0.1512
flare_linked,60,108,0.001,1e-07,0.7087,0.128,0.7478,0.1099
flare_linked,60,108,0.001,1e-06,0.7087,0.128,0.7478,0.1099
flare_linked,60,108,0.001,1e-05,0.7087,0.128,0.7478,0.1099
flare_linked,60,108,0.001,0.0001,0.7087,0.128,0.7478,0.1099
flare_linked,60,108,0.001,0.001,0.4274,0.1603,0.4922,0.1545
only_cme,60,18,1e-07,1e-07,0.559,0.0898,0.605,0.1032
only_cme,60,18,1e-07,1e-06,0.559,0.0898,0.605,0.1032
only_cme,60,18,1e-07,1e-05,0.559,0.0898,0.605,0.1032
only_cme,60,18,1e-07,0.0001,0.559,0.0898,0.605,0.1032
only_cme,60,18,1e-07,0.001,0.0071,0.0322,0.0103,0.0473
only_cme,60,18,1e-06,1e-07,0.569,0.0737,0.6136,0.088
only_cme,60,18,1e-06,1e-06,0.569,0.0737,0.6136,0.088
only_cme,60,18,1e-06,1e-05,0.569,0.0737,0.6136,0.088
only_cme,60,18,1e-06,0.0001,0.569,0.0737,0.6136,0.088
only_cme,60,18,1e-06,0.001,0.0071,0.0322,0.0103,0.0473
only_cme,60,18,1e-05,1e-07,0.569,0.0737,0.6136,0.088
only_cme,60,18,1e-05,1e-06,0.569,0.0737,0.6136,0.088
only_cme,60,18,1e-05,1e-05,0.569,0.0737,0.6136,0.088
only_cme,60,18,1e-05,0.0001,0.569,0.0737,0.6136,0.088
only_cme,60,18,1e-05,0.001,0.0071,0.0322,0.0103,0.0473
only_cme,60,18,0.0001,1e-07,0.558,0.07,0.6053,0.088
only_cme,60,18,0.0001,1e-06,0.558,0.07,0.6053,0.088
only_cme,60,18,0.0001,1e-05,0.558,0.07,0.6053,0.088
only_cme,60,18,0.0001,0.0001,0.558,0.07,0.6053,0.088
only_cme,60,18,0.0001,0.001,0.0071,0.0322,0.0103,0.0473
only_cme,60,18,0.001,1e-07,0.5479,0.0823,0.5954,0.0923
only_cme,60,18,0.001,1e-06,0.5479,0.0823,0.5954,0.0923
only_cme,60,18,0.001,1e-05,0.5479,0.0823,0.5954,0.0923
only_cme,60,18,0.001,0.0001,0.5479,0.0823,0.5954,0.0923
only_cme,60,18,0.001,0.001,0.0071,0.0322,0.0103,0.0473
only_cme,60,36,1e-07,1e-07,0.6191,0.1415,0.6701,0.1457
only_cme,60,36,1e-07,1e-06,0.6191,0.1415,0.6701,0.1457
only_cme,60,36,1e-07,1e-05,0.6191,0.1415,0.6701,0.1457
only_cme,60,36,1e-07,0.0001,0.6191,0.1415,0.6701,0.1457
only_cme,60,36,1e-07,0.001,0.0786,0.1011,0.1063,0.1328
only_cme,60,36,1e-06,1e-07,0.6361,0.1694,0.6803,0.1722
only_cme,60,36,1e-06,1e-06,0.6361,0.1694,0.6803,0.1722
only_cme,60,36,1e-06,1e-05,0.6361,0.1694,0.6803,0.1722
only_cme,60,36,1e-06,0.0001,0.6361,0.1694,0.6803,0.1722
only_cme,60,36,1e-06,0.001,0.0786,0.1011,0.1063,0.1328
only_cme,60,36,1e-05,1e-07,0.6291,0.1567,0.6774,0.1563
only_cme,60,36,1e-05,1e-06,0.6291,0.1567,0.6774,0.1563
only_cme,60,36,1e-05,1e-05,0.6291,0.1567,0.6774,0.1563
only_cme,60,36,1e-05,0.0001,0.6291,0.1567,0.6774,0.1563
only_cme,60,36,1e-05,0.001,0.0786,0.1011,0.1063,0.1328
only_cme,60,36,0.0001,1e-07,0.6291,0.1567,0.6774,0.1563
only_cme,60,36,0.0001,1e-06,0.6291,0.1567,0.6774,0.1563
only_cme,60,36,0.0001,1e-05,0.6291,0.1567,0.6774,0.1563
only_cme,60,36,0.0001,0.0001,0.6291,0.1567,0.6774,0.1563
only_cme,60,36,0.0001,0.001,0.0786,0.1011,0.1063,0.1328
only_cme,60,36,0.001,1e-07,0.6291,0.1567,0.6774,0.1563
only_cme,60,36,0.001,1e-06,0.6291,0.1567,0.6774,0.1563
only_cme,60,36,0.001,1e-05,0.6291,0.1567,0.6774,0.1563
only_cme,60,36,0.001,0.0001,0.6291,0.1567,0.6774,0.1563
only_cme,60,36,0.001,0.001,0.0786,0.1011,0.1063,0.1328
only_cme,60,54,1e-07,1e-07,0.659,0.0802,0.7042,0.0798
only_cme,60,54,1e-07,1e-06,0.659,0.0802,0.7042,0.0798
only_cme,60,54,1e-07,1e-05,0.659,0.0802,0.7042,0.0798
only_cme,60,54,1e-07,0.0001,0.659,0.0802,0.7042,0.0798
only_cme,60,54,1e-07,0.001,0.0564,0.0638,0.079,0.0891
only_cme,60,54,1e-06,1e-07,0.659,0.0802,0.7042,0.0798
only_cme,60,54,1e-06,1e-06,0.659,0.0802,0.7042,0.0798
only_cme,60,54,1e-06,1e-05,0.659,0.0802,0.7042,0.0798
only_cme,60,54,1e-06,0.0001,0.659,0.0802,0.7042,0.0798
only_cme,60,54,1e-06,0.001,0.0564,0.0638,0.079,0.0891
only_cme,60,54,1e-05,1e-07,0.659,0.0802,0.7042,0.0798
only_cme,60,54,1e-05,1e-06,0.659,0.0802,0.7042,0.0798
only_cme,60,54,1e-05,1e-05,0.659,0.0802,0.7042,0.0798
only_cme,60,54,1e-05,0.0001,0.659,0.0802,0.7042,0.0798
only_cme,60,54,1e-05,0.001,0.0564,0.0638,0.079,0.0891
only_cme,60,54,0.0001,1e-07,0.659,0.0802,0.7042,0.0798
only_cme,60,54,0.0001,1e-06,0.659,0.0802,0.7042,0.0798
only_cme,60,54,0.0001,1e-05,0.659,0.0802,0.7042,0.0798
only_cme,60,54,0.0001,0.0001,0.659,0.0802,0.7042,0.0798
only_cme,60,54,0.0001,0.001,0.0564,0.0638,0.079,0.0891
only_cme,60,54,0.001,1e-07,0.659,0.0802,0.7042,0.0798
only_cme,60,54,0.001,1e-06,0.659,0.0802,0.7042,0.0798
only_cme,60,54,0.001,1e-05,0.659,0.0802,0.7042,0.0798
only_cme,60,54,0.001,0.0001,0.659,0.0802,0.7042,0.0798
only_cme,60,54,0.001,0.001,0.0564,0.0638,0.079,0.0891
only_cme,60,72,1e-07,1e-07,0.6549,0.0879,0.7083,0.0912
only_cme,60,72,1e-07,1e-06,0.6549,0.0879,0.7083,0.0912
only_cme,60,72,1e-07,1e-05,0.6549,0.0879,0.7083,0.0912
only_cme,60,72,1e-07,0.0001,0.6549,0.0879,0.7083,0.0912
only_cme,60,72,1e-07,0.001,0.3306,0.1307,0.3986,0.1503
only_cme,60,72,1e-06,1e-07,0.6549,0.0879,0.7083,0.0912
only_cme,60,72,1e-06,1e-06,0.6549,0.0879,0.7083,0.0912
only_cme,60,72,1e-06,1e-05,0.6549,0.0879,0.7083,0.0912
only_cme,60,72,1e-06,0.0001,0.6549,0.0879,0.7083,0.0912
only_cme,60,72,1e-06,0.001,0.3306,0.1307,0.3986,0.1503
only_cme,60,72,1e-05,1e-07,0.6549,0.0879,0.7083,0.0912
only_cme,60,72,1e-05,1e-06,0.6549,0.0879,0.7083,0.0912
only_cme,60,72,1e-05,1e-05,0.6549,0.0879,0.7083,0.0912
only_cme,60,72,1e-05,0.0001,0.6549,0.0879,0.7083,0.0912
only_cme,60,72,1e-05,0.001,0.3306,0.1307,0.3986,0.1503
only_cme,60,72,0.0001,1e-07,0.6549,0.0879,0.7083,0.0912
only_cme,60,72,0.0001,1e-06,0.6549,0.0879,0.7083,0.0912
only_cme,60,72,0.0001,1e-05,0.6549,0.0879,0.7083,0.0912
only_cme,60,72,0.0001,0.0001,0.6549,0.0879,0.7083,0.0912
only_cme,60,72,0.0001,0.001,0.3106,0.1543,0.3783,0.1784
only_cme,60,72,0.001,1e-07,0.6549,0.0879,0.7083,0.0912
only_cme,60,72,0.001,1e-06,0.6549,0.0879,0.7083,0.0912
only_cme,60,72,0.001,1e-05,0.6549,0.0879,0.7083,0.0912
only_cme,60,72,0.001,0.0001,0.6549,0.0879,0.7083,0.0912
only_cme,60,72,0.001,0.001,0.3306,0.1307,0.3986,0.1503
only_cme,60,90,1e-07,1e-07,0.696,0.1005,0.7409,0.1055
only_cme,60,90,1e-07,1e-06,0.696,0.1005,0.7409,0.1055
only_cme,60,90,1e-07,1e-05,0.696,0.1005,0.7409,0.1055
only_cme,60,90,1e-07,0.0001,0.696,0.1022,0.7418,0.1111
only_cme,60,90,1e-07,0.001,0.4498,0.1319,0.5124,0.1403
only_cme,60,90,1e-06,1e-07,0.696,0.1005,0.7409,0.1055
only_cme,60,90,1e-06,1e-06,0.696,0.1005,0.7409,0.1055
only_cme,60,90,1e-06,1e-05,0.696,0.1005,0.7409,0.1055
only_cme,60,90,1e-06,0.0001,0.706,0.1159,0.749,0.1206
only_cme,60,90,1e-06,0.001,0.4498,0.1319,0.5124,0.1403
only_cme,60,90,1e-05,1e-07,0.6989,0.1002,0.747,0.1059
only_cme,60,90,1e-05,1e-06,0.6989,0.1002,0.747,0.1059
only_cme,60,90,1e-05,1e-05,0.6989,0.1002,0.747,0.1059
only_cme,60,90,1e-05,0.0001,0.6989,0.1002,0.747,0.1059
only_cme,60,90,1e-05,0.001,0.4498,0.1319,0.5124,0.1403
only_cme,60,90,0.0001,1e-07,0.696,0.1005,0.7409,0.1055
only_cme,60,90,0.0001,1e-06,0.696,0.1005,0.7409,0.1055
only_cme,60,90,0.0001,1e-05,0.696,0.1005,0.7409,0.1055
only_cme,60,90,0.0001,0.0001,0.6989,0.1002,0.747,0.1059
only_cme,60,90,0.0001,0.001,0.4398,0.1237,0.5033,0.1305
only_cme,60,90,0.001,1e-07,0.696,0.1005,0.7409,0.1055
only_cme,60,90,0.001,1e-06,0.696,0.1005,0.7409,0.1055
only_cme,60,90,0.001,1e-05,0.696,0.1005,0.7409,0.1055
only_cme,60,90,0.001,0.0001,0.696,0.1005,0.7409,0.1055
only_cme,60,90,0.001,0.001,0.4598,0.1237,0.5233,0.1351
only_cme,60,108,1e-07,1e-07,0.686,0.1202,0.7329,0.123
only_cme,60,108,1e-07,1e-06,0.686,0.1202,0.7329,0.123
only_cme,60,108,1e-07,1e-05,0.686,0.1202,0.7329,0.123
only_cme,60,108,1e-07,0.0001,0.6971,0.1271,0.7417,0.1289
only_cme,60,108,1e-07,0.001,0.3857,0.1192,0.4485,0.125
only_cme,60,108,1e-06,1e-07,0.686,0.1202,0.7329,0.123
only_cme,60,108,1e-06,1e-06,0.686,0.1202,0.7329,0.123
only_cme,60,108,1e-06,1e-05,0.686,0.1202,0.7329,0.123
only_cme,60,108,1e-06,0.0001,0.6871,0.1421,0.7328,0.1421
only_cme,60,108,1e-06,0.001,0.3857,0.1192,0.4485,0.125
only_cme,60,108,1e-05,1e-07,0.689,0.1142,0.7384,0.1128
only_cme,60,108,1e-05,1e-06,0.689,0.1142,0.7384,0.1128
only_cme,60,108,1e-05,1e-05,0.689,0.1142,0.7384,0.1128
only_cme,60,108,1e-05,0.0001,0.676,0.1297,0.7248,0.133
only_cme,60,108,1e-05,0.001,0.3916,0.1168,0.4587,0.1205
only_cme,60,108,0.0001,1e-07,0.689,0.1142,0.7384,0.1128
only_cme,60,108,0.0001,1e-06,0.689,0.1142,0.7384,0.1128
only_cme,60,108,0.0001,1e-05,0.689,0.1142,0.7384,0.1128
only_cme,60,108,0.0001,0.0001,0.689,0.1104,0.7394,0.113
only_cme,60,108,0.0001,0.001,0.3886,0.1184,0.4538,0.1238
only_cme,60,108,0.001,1e-07,0.6779,0.1161,0.7299,0.1171
only_cme,60,108,0.001,1e-06,0.6779,0.1161,0.7299,0.1171
only_cme,60,108,0.001,1e-05,0.6779,0.1161,0.7299,0.1171
only_cme,60,108,0.001,0.0001,0.6679,0.1253,0.7218,0.1274
only_cme,60,108,0.001,0.001,0.3786,0.1083,0.4445,0.1155
only_flares,72,18,1e-07,1e-07,0.7177,0.0608,0.718,0.0613
only_flares,72,18,1e-07,1e-06,0.7177,0.0608,0.718,0.0613
only_flares,72,18,1e-07,1e-05,0.7177,0.0608,0.718,0.0613
only_flares,72,18,1e-07,0.0001,0.7177,0.0608,0.718,0.0613
only_flares,72,18,1e-07,0.001,0.2884,0.1092,0.291,0.1101
only_flares,72,18,1e-06,1e-07,0.7177,0.0608,0.718,0.0613
only_flares,72,18,1e-06,1e-06,0.7177,0.0608,0.718,0.0613
only_flares,72,18,1e-06,1e-05,0.7177,0.0608,0.718,0.0613
only_flares,72,18,1e-06,0.0001,0.7177,0.0608,0.718,0.0613
only_flares,72,18,1e-06,0.001,0.2884,0.1092,0.291,0.1101
only_flares,72,18,1e-05,1e-07,0.7223,0.0589,0.7226,0.059
only_flares,72,18,1e-05,1e-06,0.7223,0.0589,0.7226,0.059
only_flares,72,18,1e-05,1e-05,0.7223,0.0589,0.7226,0.059
only_flares,72,18,1e-05,0.0001,0.7223,0.0589,0.7226,0.059
only_flares,72,18,1e-05,0.001,0.2884,0.1092,0.291,0.1101
only_flares,72,18,0.0001,1e-07,0.7223,0.0589,0.7226,0.059
only_flares,72,18,0.0001,1e-06,0.7223,0.0589,0.7226,0.059
only_flares,72,18,0.0001,1e-05,0.7223,0.0589,0.7226,0.059
only_flares,72,18,0.0001,0.0001,0.7223,0.0589,0.7226,0.059
only_flares,72,18,0.0001,0.001,0.2884,0.1092,0.291,0.1101
only_flares,72,18,0.001,1e-07,0.7223,0.0589,0.7226,0.059
only_flares,72,18,0.001,1e-06,0.7223,0.0589,0.7226,0.059
only_flares,72,18,0.001,1e-05,0.7223,0.0589,0.7226,0.059
only_flares,72,18,0.001,0.0001,0.7223,0.0589,0.7226,0.059
only_flares,72,18,0.001,0.001,0.2884,0.1092,0.291,0.1101
only_flares,72,36,1e-07,1e-07,0.7589,0.0783,0.7606,0.0793
only_flares,72,36,1e-07,1e-06,0.7589,0.0783,0.7606,0.0793
only_flares,72,36,1e-07,1e-05,0.7589,0.0783,0.7606,0.0793
only_flares,72,36,1e-07,0.0001,0.7589,0.0783,0.7606,0.0793
only_flares,72,36,1e-07,0.001,0.6121,0.0966,0.6155,0.0975
only_flares,72,36,1e-06,1e-07,0.7489,0.0805,0.7509,0.0815
only_flares,72,36,1e-06,1e-06,0.7489,0.0805,0.7509,0.0815
only_flares,72,36,1e-06,1e-05,0.7489,0.0805,0.7509,0.0815
only_flares,72,36,1e-06,0.0001,0.7489,0.0805,0.7509,0.0815
only_flares,72,36,1e-06,0.001,0.6121,0.0966,0.6155,0.0975
only_flares,72,36,1e-05,1e-07,0.7539,0.0797,0.7558,0.0806
only_flares,72,36,1e-05,1e-06,0.7539,0.0797,0.7558,0.0806
only_flares,72,36,1e-05,1e-05,0.7539,0.0797,0.7558,0.0806
only_flares,72,36,1e-05,0.0001,0.7539,0.0797,0.7558,0.0806
only_flares,72,36,1e-05,0.001,0.6121,0.0966,0.6155,0.0975
only_flares,72,36,0.0001,1e-07,0.7489,0.0805,0.7509,0.0815
only_flares,72,36,0.0001,1e-06,0.7489,0.0805,0.7509,0.0815
only_flares,72,36,0.0001,1e-05,0.7489,0.0805,0.7509,0.0815
only_flares,72,36,0.0001,0.0001,0.7489,0.0805,0.7509,0.0815
only_flares,72,36,0.0001,0.001,0.6121,0.0966,0.6155,0.0975
only_flares,72,36,0.001,1e-07,0.7589,0.0812,0.7606,0.0821
only_flares,72,36,0.001,1e-06,0.7589,0.0812,0.7606,0.0821
only_flares,72,36,0.001,1e-05,0.7589,0.0812,0.7606,0.0821
only_flares,72,36,0.001,0.0001,0.7589,0.0812,0.7606,0.0821
only_flares,72,36,0.001,0.001,0.6071,0.0904,0.6106,0.0912
only_flares,72,54,1e-07,1e-07,0.8073,0.078,0.8085,0.0772
only_flares,72,54,1e-07,1e-06,0.8073,0.078,0.8085,0.0772
only_flares,72,54,1e-07,1e-05,0.8073,0.078,0.8085,0.0772
only_flares,72,54,1e-07,0.0001,0.8073,0.078,0.8085,0.0772
only_flares,72,54,1e-07,0.001,0.6516,0.094,0.6541,0.0933
only_flares,72,54,1e-06,1e-07,0.8123,0.073,0.8133,0.0724
only_flares,72,54,1e-06,1e-06,0.8123,0.073,0.8133,0.0724
only_flares,72,54,1e-06,1e-05,0.8123,0.073,0.8133,0.0724
only_flares,72,54,1e-06,0.0001,0.8123,0.073,0.8133,0.0724
only_flares,72,54,1e-06,0.001,0.6516,0.094,0.6541,0.0933
only_flares,72,54,1e-05,1e-07,0.8075,0.0685,0.8084,0.0677
only_flares,72,54,1e-05,1e-06,0.8075,0.0685,0.8084,0.0677
only_flares,72,54,1e-05,1e-05,0.8075,0.0685,0.8084,0.0677
only_flares,72,54,1e-05,0.0001,0.8075,0.0685,0.8084,0.0677
only_flares,72,54,1e-05,0.001,0.6516,0.094,0.6541,0.0933
only_flares,72,54,0.0001,1e-07,0.793,0.082,0.794,0.0807
only_flares,72,54,0.0001,1e-06,0.793,0.082,0.794,0.0807
only_flares,72,54,0.0001,1e-05,0.793,0.082,0.794,0.0807
only_flares,72,54,0.0001,0.0001,0.793,0.082,0.794,0.0807
only_flares,72,54,0.0001,0.001,0.6466,0.0992,0.6492,0.0986
only_flares,72,54,0.001,1e-07,0.798,0.0743,0.7989,0.0736
only_flares,72,54,0.001,1e-06,0.798,0.0743,0.7989,0.0736
only_flares,72,54,0.001,1e-05,0.798,0.0743,0.7989,0.0736
only_flares,72,54,0.001,0.0001,0.798,0.0743,0.7989,0.0736
only_flares,72,54,0.001,0.001,0.6516,0.094,0.6541,0.0933
only_flares,72,72,1e-07,1e-07,0.7934,0.0788,0.7943,0.0795
only_flares,72,72,1e-07,1e-06,0.7934,0.0788,0.7943,0.0795
only_flares,72,72,1e-07,1e-05,0.7934,0.0788,0.7943,0.0795
only_flares,72,72,1e-07,0.0001,0.7934,0.0788,0.7943,0.0795
only_flares,72,72,1e-07,0.001,0.7059,0.0625,0.7076,0.0619
only_flares,72,72,1e-06,1e-07,0.7934,0.0788,0.7943,0.0795
only_flares,72,72,1e-06,1e-06,0.7934,0.0788,0.7943,0.0795
only_flares,72,72,1e-06,1e-05,0.7934,0.0788,0.7943,0.0795
only_flares,72,72,1e-06,0.0001,0.7934,0.0788,0.7943,0.0795
only_flares,72,72,1e-06,0.001,0.7059,0.0625,0.7076,0.0619
only_flares,72,72,1e-05,1e-07,0.7984,0.0784,0.7991,0.0788
only_flares,72,72,1e-05,1e-06,0.7984,0.0784,0.7991,0.0788
only_flares,72,72,1e-05,1e-05,0.7984,0.0784,0.7991,0.0788
only_flares,72,72,1e-05,0.0001,0.7984,0.0784,0.7991,0.0788
only_flares,72,72,1e-05,0.001,0.7059,0.0625,0.7076,0.0619
only_flares,72,72,0.0001,1e-07,0.7984,0.0688,0.7991,0.0696
only_flares,72,72,0.0001,1e-06,0.7984,0.0688,0.7991,0.0696
only_flares,72,72,0.0001,1e-05,0.7984,0.0688,0.7991,0.0696
only_flares,72,72,0.0001,0.0001,0.7984,0.0688,0.7991,0.0696
only_flares,72,72,0.0001,0.001,0.7059,0.0625,0.7076,0.0619
only_flares,72,72,0.001,1e-07,0.7984,0.0688,0.7991,0.0696
only_flares,72,72,0.001,1e-06,0.7984,0.0688,0.7991,0.0696
only_flares,72,72,0.001,1e-05,0.7984,0.0688,0.7991,0.0696
only_flares,72,72,0.001,0.0001,0.7984,0.0688,0.7991,0.0696
only_flares,72,72,0.001,0.001,0.7014,0.0699,0.7029,0.0697
only_flares,72,90,1e-07,1e-07,0.8314,0.0805,0.8326,0.0804
only_flares,72,90,1e-07,1e-06,0.8314,0.0805,0.8326,0.0804
only_flares,72,90,1e-07,1e-05,0.8314,0.0805,0.8326,0.0804
only_flares,72,90,1e-07,0.0001,0.8223,0.0796,0.8231,0.0798
only_flares,72,90,1e-07,0.001,0.6914,0.082,0.693,0.0808
only_flares,72,90,1e-06,1e-07,0.8264,0.0864,0.8277,0.086
only_flares,72,90,1e-06,1e-06,0.8264,0.0864,0.8277,0.086
only_flares,72,90,1e-06,1e-05,0.8264,0.0864,0.8277,0.086
only_flares,72,90,1e-06,0.0001,0.8173,0.0851,0.8183,0.0848
only_flares,72,90,1e-06,0.001,0.6814,0.0726,0.6834,0.0716
only_flares,72,90,1e-05,1e-07,0.8268,0.0774,0.8279,0.0774
only_flares,72,90,1e-05,1e-06,0.8268,0.0774,0.8279,0.0774
only_flares,72,90,1e-05,1e-05,0.8268,0.0774,0.8279,0.0774
only_flares,72,90,1e-05,0.0001,0.8173,0.079,0.8183,0.0791
only_flares,72,90,1e-05,0.001,0.6814,0.0726,0.6834,0.0716
only_flares,72,90,0.0001,1e-07,0.8168,0.0908,0.8181,0.0902
only_flares,72,90,0.0001,1e-06,0.8168,0.0908,0.8181,0.0902
only_flares,72,90,0.0001,1e-05,0.8168,0.0908,0.8181,0.0902
only_flares,72,90,0.0001,0.0001,0.8073,0.086,0.8086,0.0854
only_flares,72,90,0.0001,0.001,0.6914,0.082,0.693,0.0808
only_flares,72,90,0.001,1e-07,0.8223,0.0796,0.8231,0.0798
only_flares,72,90,0.001,1e-06,0.8223,0.0796,0.8231,0.0798
only_flares,72,90,0.001,1e-05,0.8223,0.0796,0.8231,0.0798
only_flares,72,90,0.001,0.0001,0.8173,0.0787,0.8183,0.079
only_flares,72,90,0.001,0.001,0.6914,0.082,0.693,0.0808
only_flares,72,108,1e-07,1e-07,0.798,0.0709,0.7989,0.07
only_flares,72,108,1e-07,1e-06,0.798,0.0709,0.7989,0.07
only_flares,72,108,1e-07,1e-05,0.798,0.0709,0.7989,0.07
only_flares,72,108,1e-07,0.0001,0.798,0.0669,0.7989,0.0666
only_flares,72,108,1e-07,0.001,0.735,0.0718,0.7365,0.0715
only_flares,72,108,1e-06,1e-07,0.803,0.0729,0.8037,0.0721
only_flares,72,108,1e-06,1e-06,0.803,0.0729,0.8037,0.0721
only_flares,72,108,1e-06,1e-05,0.803,0.0729,0.8037,0.0721
only_flares,72,108,1e-06,0.0001,0.793,0.071,0.7941,0.0707
only_flares,72,108,1e-06,0.001,0.735,0.0718,0.7365,0.0715
only_flares,72,108,1e-05,1e-07,0.798,0.0669,0.7989,0.0666
only_flares,72,108,1e-05,1e-06,0.798,0.0669,0.7989,0.0666
only_flares,72,108,1e-05,1e-05,0.798,0.0669,0.7989,0.0666
only_flares,72,108,1e-05,0.0001,0.793,0.071,0.7941,0.0707
only_flares,72,108,1e-05,0.001,0.7305,0.0652,0.7317,0.0646
only_flares,72,108,0.0001,1e-07,0.798,0.0669,0.7989,0.0666
only_flares,72,108,0.0001,1e-06,0.798,0.0669,0.7989,0.0666
only_flares,72,108,0.0001,1e-05,0.798,0.0669,0.7989,0.0666
only_flares,72,108,0.0001,0.0001,0.793,0.071,0.7941,0.0707
only_flares,72,108,0.0001,0.001,0.735,0.0718,0.7365,0.0715
only_flares,72,108,0.001,1e-07,0.798,0.0669,0.7989,0.0666
only_flares,72,108,0.001,1e-06,0.798,0.0669,0.7989,0.0666
only_flares,72,108,0.001,1e-05,0.798,0.0669,0.7989,0.0666
only_flares,72,108,0.001,0.0001,0.798,0.0669,0.7989,0.0666
only_flares,72,108,0.001,0.001,0.7305,0.0652,0.7317,0.0646
flare_linked,72,18,1e-07,1e-07,0.5219,0.1916,0.5459,0.1734
flare_linked,72,18,1e-07,1e-06,0.5219,0.1916,0.5459,0.1734
flare_linked,72,18,1e-07,1e-05,0.5219,0.1916,0.5459,0.1734
flare_linked,72,18,1e-07,0.0001,0.5219,0.1916,0.5459,0.1734
flare_linked,72,18,1e-07,0.001,0.0,0.0,0.0,0.0
flare_linked,72,18,1e-06,1e-07,0.5219,0.1916,0.5459,0.1734
flare_linked,72,18,1e-06,1e-06,0.5219,0.1916,0.5459,0.1734
flare_linked,72,18,1e-06,1e-05,0.5219,0.1916,0.5459,0.1734
flare_linked,72,18,1e-06,0.0001,0.5219,0.1916,0.5459,0.1734
flare_linked,72,18,1e-06,0.001,0.0,0.0,0.0,0.0
flare_linked,72,18,1e-05,1e-07,0.516,0.1745,0.5437,0.1587
