datatype,sampling,time_step,criterion,max_depth,max_features,tss_mean,tss_std,far_mean,far_std,fdr_mean,fdr_std,pod_mean,pod_std
Non_temporal,SMOTE,12,entropy,10,10,0.3232617419585017,0.07647468906960905,0.3127736645171562,0.0798109903623413,0.5870106918897448,0.053252854362332507,0.636035406475658,0.06543062267735159
Non_temporal,SMOTE,12,entropy,12,2,0.23360814042288444,0.04743052349408141,0.43037974683544306,0.07809795773383742,0.657687641632485,0.022360515762573363,0.6639878872583275,0.09171351278509093
Non_temporal,SMOTE,12,entropy,12,3,0.2938932085496849,0.06933315668765737,0.3043481145344054,0.06279214448949583,0.6011898565125512,0.028986998022988004,0.5982413230840903,0.11092937696632066
Non_temporal,SMOTE,12,entropy,12,5,0.35217693212677686,0.08862830287652218,0.2842661146936284,0.061467270156193875,0.5670403390642205,0.05551754904711724,0.6364430468204052,0.08788047383507598
Non_temporal,SMOTE,12,entropy,12,10,0.342671466945012,0.05141861138070483,0.2591221505718759,0.05906340372284376,0.5574779518371921,0.04553957238029756,0.601793617516888,0.05544508127250646
Non_temporal,SMOTE,24,gini,2,2,0.04631401978954617,0.01465213509315461,0.7652979066022544,0.3431981064263883,0.6177820806070196,0.2763017018332435,0.8116119263918007,0.3401412271405258
Non_temporal,SMOTE,24,gini,2,3,0.08041944636147534,0.03733959407643599,0.5522966030212407,0.39744717052834816,0.5873821206283002,0.21053990810011303,0.6327160493827161,0.3840701850266015
Non_temporal,SMOTE,24,gini,2,5,0.1029765099813409,0.07483478225194932,0.5914679344631035,0.39202032580720314,0.6102444878485581,0.17858253046395012,0.6944444444444443,0.35294663986196145
Non_temporal,SMOTE,24,gini,2,10,0.1072898295120517,0.014535640226128134,0.442092886537331,0.4217679194500077,0.49594130751045645,0.2688440169674576,0.5493827160493827,0.42641767997951957
Non_temporal,SMOTE,24,gini,6,2,0.17460799732242627,0.048699942108377185,0.4698131533880326,0.2193205840952694,0.669833028560039,0.04602510881489818,0.644421150710459,0.22318199281651813
Non_temporal,SMOTE,24,gini,6,3,0.13760725124775805,0.055967293751958754,0.5596324412749533,0.2592812189139567,0.6868871532544224,0.05339918656969718,0.6972396925227113,0.2392167318287637
Non_temporal,SMOTE,24,gini,6,5,0.14264651059382627,0.05716254048348062,0.5188955345960177,0.1841096909391298,0.6930547232350578,0.03068607313901726,0.6615420451898439,0.1804058342434747
Non_temporal,SMOTE,24,gini,6,10,0.20170818304534466,0.07173258207724402,0.4941338854382333,0.25330579339916753,0.6501418591225364,0.0782160200326485,0.6958420684835779,0.24746594822656423
Non_temporal,SMOTE,24,gini,10,2,0.22048097943640735,0.06138813455759578,0.28749712445364617,0.08226969852789291,0.6195035585346385,0.06024148103404512,0.5079781038900536,0.06925188819779342
Non_temporal,SMOTE,24,gini,10,3,0.19809210815044376,0.07445214458691185,0.40212918232241907,0.08038291292491027,0.6671284248154924,0.03357819279876573,0.6002212904728629,0.11628895113841044
Non_temporal,SMOTE,24,gini,10,5,0.2699958379932858,0.0978948304528988,0.38339340030161284,0.13044800292785422,0.6298485252660625,0.051897098299776484,0.6533892382948987,0.1469471412549278
Non_temporal,SMOTE,24,gini,10,10,0.314402834022741,0.0756662163433681,0.32372900851161723,0.04859054202124034,0.6030768192740025,0.030574369601574537,0.6381318425343583,0.09208548083600245
Non_temporal,SMOTE,24,gini,12,2,0.3089128915626045,0.0825935904274223,0.2885131508319914,0.11790086877440588,0.577055606212593,0.07050941913035796,0.5974260423945958,0.10920366394626028
Non_temporal,SMOTE,24,gini,12,3,0.23052694477359503,0.09764861028060928,0.30220075147611375,0.07851395658783607,0.6254368855880205,0.056782975810923605,0.5327276962497088,0.10466438732674767
Non_temporal,SMOTE,24,gini,12,5,0.3667916715496699,0.09545159620095461,0.24327122153209105,0.04723180307136456,0.5423349584244059,0.0564807286006101,0.610062893081761,0.09504721222534536
Non_temporal,SMOTE,24,gini,12,10,0.33363764691811354,0.09518611247263714,0.34415177772665695,0.14802187726063054,0.5850424779216817,0.06998843410071214,0.6777894246447705,0.08431175382377182
Non_temporal,SMOTE,24,entropy,2,2,0.0611980165120262,0.06042235857940559,0.6918884032410603,0.3170261406025904,0.617735688234062,0.27640916053121994,0.7530864197530865,0.2903860120083723
Non_temporal,SMOTE,24,entropy,2,3,0.051510620351200076,0.040264998422351435,0.735526416685837,0.3309863201207622,0.6181150309885941,0.27650646180455424,0.7870370370370369,0.31748144403541606
Non_temporal,SMOTE,24,entropy,2,5,0.0824514991181658,0.020623210790901684,0.6058201058201058,0.42901636849254954,0.48911540597980974,0.34586893929983187,0.6882716049382717,0.42825672865272757
Non_temporal,SMOTE,24,entropy,2,10,0.09936405212587877,0.02472802875509041,0.4380223909209417,0.4364429893428238,0.38715730211376975,0.3428802476473948,0.5373864430468204,0.4446246505027299
Non_temporal,SMOTE,24,entropy,6,2,0.09472640472549321,0.09201698352227376,0.46490555427753494,0.25553674443649677,0.6939688223927282,0.06385883067678094,0.5596319590030282,0.24804592154257327
Non_temporal,SMOTE,24,entropy,6,3,0.1196734874385043,0.04792497337473196,0.5392480126779643,0.1871475301363261,0.7085354188799912,0.015516391357313855,0.6589215001164687,0.21601143288579513
Non_temporal,SMOTE,24,entropy,6,5,0.11061786749964675,0.04716585947359982,0.6372274621066892,0.1875024205824975,0.7165902420506732,0.01296418220519841,0.7478453296063359,0.21205084539070437
Non_temporal,SMOTE,24,entropy,6,10,0.17451853588030786,0.061148182736312,0.3279273061881757,0.24309602531150656,0.5699164228517462,0.16030964929013852,0.5024458420684836,0.2405384837473791
Non_temporal,SMOTE,24,entropy,10,2,0.21414006816431388,0.08100736555661073,0.3595263655650129,0.19367477402557393,0.6258634165018244,0.07942404140185876,0.5736664337293268,0.17169841382001572
Non_temporal,SMOTE,24,entropy,10,3,0.19344529758348009,0.05440322376957514,0.29351021138460753,0.21019278160018495,0.5899506981686791,0.10276633822263291,0.48695550896808754,0.17277584479153268
Non_temporal,SMOTE,24,entropy,10,5,0.21981062146042543,0.05397637269892323,0.41424481762646015,0.1830070725304446,0.6418903407556649,0.0555994939939808,0.6340554390868857,0.1926428064692969
Non_temporal,SMOTE,24,entropy,10,10,0.29645436091976973,0.12765655804402865,0.35361552028218696,0.1669393966174446,0.5938633843521721,0.08543341884401741,0.6500698812019567,0.07850647133804851
Non_temporal,SMOTE,24,entropy,12,2,0.24049128558744823,0.07165467878294247,0.23068271860542391,0.15184702053486757,0.5638401998058616,0.07732679067765477,0.4711740041928721,0.1910287954578875
Non_temporal,SMOTE,24,entropy,12,3,0.3022138933860746,0.03442564780906459,0.2950374460036295,0.09404126066564157,0.5834818010502942,0.06128985149621544,0.5972513393897042,0.07399125444375058
Non_temporal,SMOTE,24,entropy,12,5,0.32965745671971175,0.06522816098315477,0.3641464100401299,0.13914967410512855,0.5962852280664216,0.05750931588789241,0.6938038667598416,0.10121938242075028
Non_temporal,SMOTE,24,entropy,12,10,0.30556447758617117,0.07216422921636396,0.33507144135163464,0.11011599865985429,0.5960690942122924,0.06912313559746933,0.6406359189378056,0.08575782410850619
Non_temporal,SMOTE,36,gini,2,2,0.06463566077795135,0.08545834815367383,0.4447983014861996,0.34093625574811565,0.49327292408687756,0.34951018006244233,0.5094339622641509,0.35562557865289635
Non_temporal,SMOTE,36,gini,2,3,0.07430323088997927,0.04810633190119207,0.46913958299308617,0.39798416128365716,0.588119985574219,0.26630522761683034,0.5434428138830655,0.4080382903355212
Non_temporal,SMOTE,36,gini,2,5,0.1371567241454675,0.05411982991329183,0.5390603734552779,0.3693244366464501,0.5576559882517319,0.22224399088697985,0.6762170976007454,0.36038750936269925
Non_temporal,SMOTE,36,gini,2,10,0.10858329587048089,0.021650724500463035,0.2611464968152866,0.36262871858476553,0.2975383445928417,0.3076244534598512,0.3697297926857675,0.37316504137573947
Non_temporal,SMOTE,36,gini,6,2,0.13644251897366508,0.07314014174321258,0.5564878327617181,0.21208666325396133,0.6869428152905691,0.045983751322809206,0.6929303517353832,0.1774353552400239
Non_temporal,SMOTE,36,gini,6,3,0.18738781830157067,0.08379365703385785,0.4580815504382383,0.1852512221464085,0.657407856776728,0.06244127095825402,0.6454693687398089,0.1476059704519809
Non_temporal,SMOTE,36,gini,6,5,0.18809272195784232,0.11054130078642939,0.3594847297076596,0.16400135580626476,0.6465404044712246,0.058834215750240206,0.547577451665502,0.20823478575103244
Non_temporal,SMOTE,36,gini,6,10,0.22936886763349926,0.04581823520648191,0.4062006641624476,0.22471618253511638,0.6171637502116954,0.08124321302248959,0.6355695317959469,0.1982359032925947
Non_temporal,SMOTE,36,gini,10,2,0.20176664882830006,0.06996267662427415,0.3911753497740759,0.1409410299774766,0.6475589690510223,0.040226791127059826,0.592941998602376,0.12427725557997846
Non_temporal,SMOTE,36,gini,10,3,0.2468880296114603,0.060666457424733304,0.2846167456040068,0.09775611816046409,0.6046530163847198,0.023979226997861144,0.531504775215467,0.14730815607460376
Non_temporal,SMOTE,36,gini,10,5,0.33338566149125776,0.0713350904578465,0.30923022483532037,0.031857545945303156,0.5850126438075126,0.028509205310216897,0.6426158863265781,0.08305541238372503
Non_temporal,SMOTE,36,gini,10,10,0.3709407729707774,0.08088135207184073,0.31238091349556313,0.07252259404714778,0.5654721387966585,0.05564592405175868,0.6833216864663405,0.06596549397574637
Non_temporal,SMOTE,36,gini,12,2,0.2976602808053355,0.07544588848336653,0.2793837443518972,0.07221070632371801,0.5841256764119575,0.022413879998890156,0.5770440251572327,0.1409807065355899
Non_temporal,SMOTE,36,gini,12,3,0.23784568683018384,0.12058940310760231,0.2963961021285862,0.08004498354545143,0.6185710458707047,0.05784097128336161,0.5342417889587701,0.15972632460884514
Non_temporal,SMOTE,36,gini,12,5,0.389131099212019,0.06910565945542017,0.2816702052370842,0.03875663572567039,0.5489170013668049,0.04070704323116346,0.6708013044491032,0.04289467746721773
Non_temporal,SMOTE,36,gini,12,10,0.3686111570480437,0.09844841802428486,0.2805269747944907,0.03565395377544062,0.558353638538032,0.044374613173516826,0.6491381318425343,0.0973632279189847
Non_temporal,SMOTE,36,entropy,2,2,0.01557196388546786,0.05106367447434969,0.7281969622733954,0.298667870288435,0.7573114698877719,0.03884560988161781,0.7437689261588633,0.3376223849017801
Non_temporal,SMOTE,36,entropy,2,3,0.09178510120904863,0.034664609834777024,0.4299363057324841,0.4153457228083014,0.4597382388275424,0.32898021627036944,0.5217214069415328,0.4167926714354894
Non_temporal,SMOTE,36,entropy,2,5,0.08702323883792457,0.027833761963529463,0.5955414012738854,0.4193635926246413,0.5039813229578617,0.31871008329609035,0.68256464011181,0.4111881196232073
Non_temporal,SMOTE,36,entropy,2,10,0.10697128045804084,0.025492945245028677,0.5467091295116774,0.3887336631014233,0.4794849933141018,0.33907189816884736,0.6536804099697182,0.40516030802300396
Non_temporal,SMOTE,36,entropy,6,2,0.13469971169867012,0.06097538893958823,0.6601407262235287,0.2026973870115925,0.6995017252293466,0.03238129021210592,0.794840437922199,0.15326680668478768
Non_temporal,SMOTE,36,entropy,6,3,0.15854100821352354,0.06799078331729679,0.4317804453154772,0.2185120714882517,0.671553371810072,0.02688045309134025,0.5903214535290007,0.2528762078039295
Non_temporal,SMOTE,36,entropy,6,5,0.12205568514906336,0.06194981330204513,0.2388807229571561,0.10036589716316882,0.6241722865673781,0.10516964816168142,0.36093640810621946,0.13386826033326332
Non_temporal,SMOTE,36,entropy,6,10,0.17784580438307954,0.06213998999690352,0.42144373673036095,0.2607945602931452,0.5510898626590116,0.25176181699914285,0.5992895411134405,0.2886927848125551
Non_temporal,SMOTE,36,entropy,10,2,0.21667940346584738,0.06906945822288255,0.29642332190102894,0.09261981058735945,0.6196530013610712,0.05397134009625616,0.5131027253668764,0.10522338441414401
Non_temporal,SMOTE,36,entropy,10,3,0.27723281168379915,0.07261335133449928,0.4272279383744351,0.1083071059976818,0.6365049466162306,0.025930998803484887,0.7044607500582344,0.13932385432985966
Non_temporal,SMOTE,36,entropy,10,5,0.29690824186177306,0.10626203222294907,0.3275967662910338,0.12544453490105087,0.5901298865445384,0.06518761948476899,0.6245050081528069,0.05830429061641186
Non_temporal,SMOTE,36,entropy,10,10,0.2743005517111194,0.09490621330568533,0.2878354836953563,0.10614593525526744,0.5903803821723621,0.060198331032770336,0.5621360354064756,0.1460475905821493
Non_temporal,SMOTE,36,entropy,12,2,0.2676892284912154,0.05454149192982969,0.36258097882301704,0.09544385370200147,0.6203420178626067,0.043042821361856345,0.6302702073142324,0.07680031437212807
Non_temporal,SMOTE,36,entropy,12,3,0.2552113167373753,0.07999837322009026,0.31985274103108496,0.05048889787812844,0.6182783446503879,0.03741828415957618,0.5750640577684603,0.0920743768071403
Non_temporal,SMOTE,36,entropy,12,5,0.33711789459796515,0.08069298109246223,0.3367698296042245,0.10906948318853878,0.5808012017134885,0.06543416072858978,0.6738877242021896,0.11759621916906456
Non_temporal,SMOTE,36,entropy,12,10,0.3325563429316984,0.09400259274944663,0.2889787141379498,0.05735035685342906,0.5738776470439102,0.04826823927205911,0.6215350570696483,0.10279039774180727
Non_temporal,SMOTE,48,gini,2,2,0.09367164056398242,0.045128981922849046,0.4389978213507626,0.3296480605157061,0.5841040118200084,0.262077283949679,0.532669461914745,0.3136375046557775
Non_temporal,SMOTE,48,gini,2,3,0.1155780271577534,0.05281796807020448,0.5359477124183006,0.37646529287004454,0.5219580016757437,0.2899047797074107,0.651525739576054,0.3347145241069867
Non_temporal,SMOTE,48,gini,2,5,0.14443485290692099,0.07431624838918939,0.03050108932461874,0.0596249768340044,0.1610105580693816,0.2628994863073632,0.17493594223153972,0.04397459681920719
Non_temporal,SMOTE,48,gini,2,10,0.1272077664049547,0.04511471503267433,0.31263616557734203,0.35214176930474317,0.39764126054111865,0.3213518018485091,0.4398439319822967,0.35724359108783316
Non_temporal,SMOTE,48,gini,6,2,0.16637892054096273,0.06457310732474274,0.48910675381263613,0.21480697065050805,0.6566949015926385,0.06885571609947659,0.655485674353599,0.1803784625300417
Non_temporal,SMOTE,48,gini,6,3,0.18153354982803746,0.09404043261904828,0.37145969498910675,0.2166879975391763,0.6123794748861963,0.13271180757952603,0.5529932448171442,0.17269739364327544
Non_temporal,SMOTE,48,gini,6,5,0.22194817829298033,0.05248839681559747,0.37145969498910675,0.12915274504599775,0.6298703743584462,0.04865795149182052,0.5934078732820872,0.1328162160339442
Non_temporal,SMOTE,48,gini,6,10,0.24431358846823145,0.08182589927086334,0.2494553376906318,0.116455883666114,0.5746481723011866,0.06258430372622892,0.4937689261588632,0.14588700505506574
Non_temporal,SMOTE,48,gini,10,2,0.28503651635357147,0.06384048364065573,0.34313725490196073,0.09469608619427156,0.6006756162900254,0.050697530384136436,0.6281737712555322,0.10147671656965583
Non_temporal,SMOTE,48,gini,10,3,0.35874748222140007,0.08143042759620377,0.238562091503268,0.05555555555555555,0.5285927981298458,0.05563207186987068,0.597309573724668,0.07711398024050327
Non_temporal,SMOTE,48,gini,10,5,0.33616283690275556,0.09979092685639766,0.31699346405228757,0.09787568060047018,0.5704478666556606,0.07796144981830129,0.6531563009550431,0.07888807421957425
Non_temporal,SMOTE,48,gini,10,10,0.4182184404159986,0.0772750345292309,0.2690631808278867,0.08550330916422834,0.5181915755442994,0.06168214956607053,0.6872816212438854,0.0783467177747671
Non_temporal,SMOTE,48,gini,12,2,0.38850865293706577,0.0832326283390162,0.2647058823529412,0.09101566316036737,0.5270995846447236,0.06974671477668641,0.653214535290007,0.10654682577027859
Non_temporal,SMOTE,48,gini,12,3,0.34605239719927106,0.07993448250556953,0.2570806100217865,0.04005397889074126,0.5496906171466454,0.03283931841440296,0.6031330072210576,0.09934779251591024
Non_temporal,SMOTE,48,gini,12,5,0.3903241939682931,0.05890980914430943,0.25054466230936817,0.030810752992877888,0.5282620177741013,0.023380475457153545,0.6408688562776613,0.07434837092596248
Non_temporal,SMOTE,48,gini,12,10,0.40390307066222714,0.09604119076075728,0.23638344226579522,0.027579496516714964,0.5149222355779601,0.05343508400618762,0.6402865129280223,0.08653185211147014
Non_temporal,SMOTE,48,entropy,2,2,0.09414094079280909,0.051099869041124284,0.31699346405228757,0.4484909662837265,0.24554204920415104,0.3472593517072514,0.41113440484509667,0.403532058212519
