datatype,sampling,time_step,n_estimators,learning_rate,tss_mean,tss_std,far_mean,far_std,fdr_mean,fdr_std,pod_mean,pod_std
Non_temporal,SMOTE,8,50,0.05,0.07629210220673635,0.21131302485837372,0.21835075493612077,0.050194510241686495,0.7967091242091242,0.12206485093624342,0.2946428571428571,0.1782586546543636
Non_temporal,SMOTE,8,50,0.1,0.07629210220673635,0.20567988784911814,0.21835075493612077,0.04788247580052913,0.8024655899655899,0.11456319857387653,0.2946428571428571,0.18681848933974302
Non_temporal,SMOTE,12,5,0.001,0.12826171118854046,0.13823486376729563,0.21062717770034842,0.07713399195261489,0.7550609602815486,0.07897677262426686,0.3388888888888889,0.1489676408643547
Non_temporal,SMOTE,12,5,0.01,0.10867692605497485,0.12474002255721571,0.21771196283391406,0.0759587431207905,0.7690665625224449,0.07120365650628274,0.3263888888888889,0.13989220938606114
Non_temporal,SMOTE,12,5,0.05,0.09036488579171506,0.12196891454024054,0.22491289198606274,0.07574115138952195,0.7830101112337954,0.06496182830172836,0.31527777777777777,0.13679674252493038
Non_temporal,SMOTE,12,5,0.1,0.11820073557878437,0.11535689581278423,0.2081881533101045,0.07944295443769248,0.7549022301228184,0.0648927677557637,0.3263888888888889,0.12823739800430128
Non_temporal,SMOTE,12,10,0.001,0.11099980642663572,0.13902734800441657,0.21538908246225316,0.07938486151390131,0.7654828259975319,0.08196037915075902,0.3263888888888889,0.15064803432807738
Non_temporal,SMOTE,12,10,0.01,0.11488579171506001,0.10904669461010462,0.21289198606271773,0.07962737691472992,0.756313825063825,0.06690542210802372,0.3277777777777778,0.11062393195411042
Non_temporal,SMOTE,12,10,0.05,0.11953155245838172,0.142109305040154,0.20824622531939604,0.07661509534755284,0.7566949472096531,0.0917358176799978,0.3277777777777778,0.13596931389467132
Non_temporal,SMOTE,12,10,0.1,0.14796264034068912,0.13336595524020656,0.20342624854819977,0.0952097809246388,0.723926629356196,0.09223995454819538,0.35138888888888886,0.1350939887725177
Non_temporal,SMOTE,12,20,0.001,0.0984998064266357,0.14024673153396922,0.21538908246225322,0.07573019750103,0.7800728438228439,0.07340591165807117,0.3138888888888889,0.16127864852216428
Non_temporal,SMOTE,12,20,0.01,0.12726964769647697,0.13826752367737816,0.2130081300813008,0.06907191319644304,0.7515627428127428,0.08703481114742469,0.3402777777777778,0.12175573857746175
Non_temporal,SMOTE,12,20,0.05,0.13393341076267903,0.14040363841130205,0.19384436701509872,0.07986318108910491,0.740303724053724,0.09003284611227258,0.3277777777777778,0.13596931389467132
Non_temporal,SMOTE,12,20,0.1,0.11038037166085946,0.12258188322365605,0.1937862950058072,0.09417949742174032,0.7444222199369258,0.10546468192873751,0.3041666666666667,0.1369940185231133
