,HARPNUM,NOAANUM,CLASS,PEAKTIME,USFLUX,MEANGBT,MEANJZH,MEANPOT,SHRGT45,TOTUSJH,MEANGBH,MEANALP,MEANGAM,MEANGBZ,MEANJZD,TOTUSJZ,SAVNCPP,TOTPOT,MEANSHR,AREA_ACR,R_VALUE,ABSNJZH
72,6972,12644,M1.2,2017.04.02_13:05_TAI,3.749404e+22,94.134,0.0060312,11002.62,35.495,3272.612,56.101,0.01117142,45.253,113.008,-0.0834851,54319160000000.0,8598565000000.0,7.314747e+23,39.194,1335.303223,4.865,301.91
73,6972,12644,M5.8,2017.04.03_02:29_TAI,4.712937e+22,83.687,0.00475648,12988.75,36.054,4208.381,52.893,0.00811917,45.089,110.222,-0.03904018,63885290000000.0,8403415000000.0,1.031459e+24,39.224,1478.124268,4.687,284.419
74,7075,12665,M2.4,2017.07.13_14:09_TAI,2.949463e+22,91.047,-0.00997015,14239.28,52.098,2158.801,56.498,-0.01960025,55.428,95.942,0.07928784,47003610000000.0,15896540000000.0,9.040308e+23,48.435,1374.369019,4.45,476.573
75,7115,12673,M1.5,2017.09.04_03:30_TAI,2.514307e+22,104.52,-0.03447565,17517.38,58.52,3104.773,78.914,-0.06549207,60.619,117.446,-0.13493191,56202990000000.0,55368770000000.0,9.007766e+23,51.851,1028.545776,4.951,1334.863
76,7115,12673,M5.5,2017.09.04_08:33_TAI,2.774506e+22,97.831,-0.04006697,18068.29,60.01,3430.715,74.131,-0.07592095,60.806,112.698,-0.01657617,59716640000000.0,67517100000000.0,1.03351e+24,52.997,1151.96521,5.071,1725.644
77,7115,12673,X9.3,2017.09.06_00:02_TAI,4.116054e+22,102.258,-0.06704891,21447.25,50.799,6618.409,73.335,-0.09952597,53.756,119.826,-0.08580072,82407560000000.0,87630310000000.0,1.54608e+24,47.142,1545.557617,5.171,3639.482
78,7115,12673,M7.3,2017.09.06_22:15_TAI,5.245853e+22,102.297,-0.05060773,19213.96,41.176,7088.373,68.441,-0.07087752,47.847,116.865,-0.12153272,90388410000000.0,87337290000000.0,1.638242e+24,41.969,1763.919312,5.198,3249.067
79,7115,12673,X1.3,2017.09.07_02:36_TAI,5.417489e+22,96.695,-0.04289524,17802.97,40.147,6981.602,64.228,-0.06042131,46.917,110.947,-0.22874737,86541700000000.0,74553290000000.0,1.566689e+24,41.301,1771.883179,5.121,2842.367
80,7115,12673,M3.9,2017.09.07_11:59_TAI,5.604837e+22,92.444,-0.03235075,15655.12,37.497,5831.543,57.427,-0.05253321,45.804,106.127,-0.14147896,82259220000000.0,63285120000000.0,1.494623e+24,40.415,1898.4729,5.069,2325.598
81,7115,12673,M1.2,2017.09.07_15:43_TAI,5.613295e+22,93.027,-0.03832188,15304.87,35.437,5842.066,57.352,-0.0611286,45.11,106.716,-0.16300993,81836620000000.0,75113890000000.0,1.433866e+24,39.519,1905.817749,5.048,2703.341
82,7115,12673,M8.1,2017.09.07_19:49_TAI,5.80699e+22,89.143,-0.03192751,13799.64,34.294,5644.398,54.58,-0.05367905,44.496,102.628,-0.11913192,81181120000000.0,67278570000000.0,1.362156e+24,38.499,1908.245361,4.998,2373.013
