,HARPNUM,NOAANUM,CLASS,PEAKTIME,USFLUX,MEANGBT,MEANJZH,MEANPOT,SHRGT45,TOTUSJH,MEANGBH,MEANALP,MEANGAM,MEANGBZ,MEANJZD,TOTUSJZ,SAVNCPP,TOTPOT,MEANSHR,AREA_ACR,R_VALUE,ABSNJZH,USFLUX_diff,MEANGBT_diff,MEANJZH_diff,MEANPOT_diff,SHRGT45_diff,TOTUSJH_diff,MEANGBH_diff,MEANALP_diff,MEANGAM_diff,MEANGBZ_diff,MEANJZD_diff,TOTUSJZ_diff,SAVNCPP_diff,TOTPOT_diff,MEANSHR_diff,AREA_ACR_diff,R_VALUE_diff,ABSNJZH_diff
10,1449,11429,M6.3,2012-03-08 15:53:00,5.166582e+22,93.89,-0.02665776,13997.29,50.739,4918.869,62.355,-0.05753326,54.069,102.314,-0.00307309,91886840000000.0,89948770000000.0,1.47251e+24,47.421,2400.012207,5.095,2111.454,4.73401e+21,1.6829999999999927,0.004102669999999999,2386.0199999999986,1.0850000000000009,732.4760000000006,2.6480000000000032,0.0019999700000000037,0.044000000000004036,5.307000000000002,0.08144354,3321400000000.0,1773170000000.0,2.146300000000001e+23,0.08200000000000074,81.96508800000038,0.09500000000000064,273.67899999999963
11,1449,11429,M8.4,2012-03-10 05:44:00,5.071251e+22,103.513,-0.02336034,12200.14,42.577,4126.583,61.763,-0.04698247,49.402,109.102,-0.05454718,77430020000000.0,74139530000000.0,1.173438e+24,42.369,2339.924072,4.794,1691.802,1.8967900000000053e+21,1.0230000000000103,0.0053798200000000004,1336.8900000000012,3.213000000000001,267.65300000000025,1.3969999999999985,0.008229360000000005,1.6880000000000024,0.6559999999999917,0.22710868,2379400000000.0,9772240000000.0,6.334300000000013e+22,1.6550000000000011,51.07006900000033,0.18100000000000005,285.23400000000015
12,1449,11429,M7.9,2012-03-13 05:41:00,5.39468e+22,81.427,-0.01286097,8619.181,25.203,3065.809,42.448,-0.02749388,39.328,86.738,-0.19234873,56061400000000.0,43323710000000.0,8.577206e+23,33.008,1562.137939,4.529,963.66,3.6684000000000005e+21,1.9949999999999903,0.0008095100000000011,372.9920000000002,0.3960000000000008,153.35999999999967,1.1340000000000003,0.003952200000000003,0.41199999999999903,2.021000000000001,0.10831835,5832250000000.0,10276580000000.0,5.939630000000003e+22,0.15099999999999625,268.5864260000001,0.11399999999999988,181.16099999999994
13,1638,11476,M5.1,2012-05-16 13:47:00,4.364698e+22,69.035,-0.00258783,6383.25,17.497,1766.721,30.45,-0.0063542,33.594,71.853,-0.18564105,33514560000000.0,8610232000000.0,5.332863e+23,27.248,905.641174,4.182,162.788,4.633590000000004e+21,1.4500000000000028,0.0001741300000000002,344.4290000000001,0.7300000000000004,430.29100000000017,3.137000000000004,0.0001181200000000002,1.8710000000000022,2.166000000000011,0.12743583,11614320000000.0,2911528000000.0,6.735030000000001e+22,1.8589999999999982,202.80658000000005,0.05600000000000005,17.976
14,1807,11515,X1.1,2012-07-06 11:08:00,6.530352e+22,100.483,-0.01897451,13925.33,34.164,6659.341,61.419,-0.03183082,45.158,114.443,-0.14612126,103838500000000.0,57901260000000.0,1.555318e+24,38.757,2448.98291,5.243,1595.7,6.399929999999996e+21,8.34599999999999,0.0006212399999999986,477.8899999999994,2.0529999999999973,104.94799999999941,7.469000000000008,0.0009574099999999988,1.8699999999999974,9.206000000000003,0.014667949999999985,2437100000000.0,10785720000000.0,7.92969999999999e+22,1.4149999999999991,231.4243160000001,0.06300000000000061,83.61400000000003
15,1834,11520,X1.4,2012-07-12 04:49:00,8.833503e+22,96.767,0.0098319,12769.68,46.047,6992.043,57.683,0.02148572,52.525,101.385,0.23100102,139608400000000.0,61399160000000.0,2.398114e+24,45.202,4600.288574,5.063,1390.271,3.200799999999995e+21,1.7890000000000015,1.8999999999991246e-06,400.5500000000011,0.44300000000000495,271.54099999999926,0.259999999999998,0.0009082699999999992,0.7280000000000015,2.7510000000000048,0.03493257999999999,4164700000000.0,2834400000000.0,1.1849000000000022e+23,0.5900000000000034,27.024414000000434,0.010000000000000675,26.132000000000062
16,1879,11532,M6.2,2012-07-28 08:56:00,8.269025e+22,90.035,-0.00238881,5983.467,19.259,4558.641,43.463,-0.0059844,36.983,92.55,0.05585344,89841090000000.0,7318382000000.0,9.657151e+23,30.575,2936.319824,4.615,290.31,5.563000000000033e+20,1.296999999999997,0.0005495599999999999,392.65900000000056,1.399000000000001,27.968000000000757,1.448999999999998,0.00185321,1.3219999999999956,0.4300000000000068,0.06802039,6053390000000.0,2790615000000.0,1.3259099999999902e+22,0.8979999999999997,231.16284200000018,0.0030000000000001137,83.435
17,2220,11618,M3.5,2012-11-21 03:30:00,1.854501e+22,110.082,-0.0138814,9797.734,45.697,2440.738,73.675,-0.03553057,55.627,117.252,0.44742441,45274690000000.0,15748440000000.0,4.204771e+23,45.332,1050.738525,4.678,448.55,2.1409299999999991e+21,2.905000000000001,0.0021466899999999997,2423.4750000000004,5.652000000000001,334.30399999999963,2.2460000000000093,0.0022015599999999982,2.146000000000001,0.7269999999999897,0.12719408,4805160000000.0,2223360000000.0,1.3351249999999999e+23,2.3100000000000023,130.93310499999995,0.03699999999999992,104.69900000000001
18,2739,11745,M5.0,2013-05-22 01:32:00,2.301042e+22,71.988,-0.00116977,2559.505,10.295,799.002,27.835,-0.004048,28.791,74.0,-0.05053949,17757070000000.0,1325405000000.0,1.266484e+23,22.259,437.418793,3.34,43.581,4.17924e+21,12.983000000000004,0.00153818,370.98799999999983,0.6120000000000001,319.9850000000001,4.265999999999998,0.004529929999999999,0.46499999999999986,13.078999999999994,0.11238130000000002,6551810000000.0,3516455000000.0,3.564459999999999e+22,1.311,235.12197799999996,0.09299999999999997,69.343
19,3291,11875,M4.3,2013-10-22 09:20:00,2.495368e+22,108.138,-0.00368417,10451.56,44.522,3123.525,71.683,-0.00996485,54.613,116.085,0.37232897,63587070000000.0,8542798000000.0,6.111978e+23,45.274,1615.690918,4.922,162.229,8.61770000000002e+20,0.005000000000009663,0.004704199999999999,2355.6579999999994,8.262999999999998,497.3029999999999,6.669000000000011,0.014463899999999998,4.972000000000001,2.469999999999999,0.03532913999999998,10751930000000.0,699784000000.0,1.3080040000000007e+23,4.329999999999998,67.0958250000001,0.1479999999999997,212.564
20,3295,11877,M9.3,2013-10-23 12:30:00,3.19614e+22,99.836,0.01318006,12807.53,42.235,2604.844,58.584,0.0273202,50.256,103.218,0.15159541,54500290000000.0,28966160000000.0,8.321127e+23,43.266,1660.811401,4.58,644.795,5.294589999999997e+21,3.081000000000003,0.00452174,1924.4800000000014,6.2890000000000015,74.23599999999988,7.651000000000003,0.0085732,3.686,3.466000000000008,0.04906168999999999,1735350000000.0,7989340000000.0,5.491000000000169e+20,3.4279999999999973,140.006347,0.06899999999999995,145.98099999999994
21,3291,11875,X1.0,2013-10-27 14:03:00,5.792214e+22,85.184,-0.00905142,10415.35,28.226,3529.473,44.988,-0.01868676,41.669,93.217,0.05731665,67097580000000.0,35733570000000.0,1.121239e+24,35.77,1898.348022,4.61,733.699,5.506759999999999e+21,7.355000000000004,0.0021594500000000003,212.70999999999913,2.846,142.3760000000002,5.847000000000001,0.0036496999999999988,1.4310000000000045,6.951000000000008,0.11518993999999999,2789940000000.0,2717200000000.0,8.621999999999994e+22,1.6209999999999951,32.42517100000009,0.0009999999999994458,88.36099999999999
22,3291,11875,M5.1,2013-10-27 16:41:00,6.089516e+22,82.279,-0.00738425,10643.73,28.801,3643.007,43.757,-0.01510479,41.572,90.569,0.06010435,70415510000000.0,29025260000000.0,1.198182e+24,36.296,1907.378174,4.477,625.926,5.508920000000001e+21,8.323000000000008,0.0020887100000000006,613.0299999999988,0.7200000000000024,3.036000000000058,4.222999999999999,0.004306580000000001,0.8629999999999995,6.938999999999993,0.1462635,1123720000000.0,8116770000000.0,1.5286700000000002e+23,0.3149999999999977,19.35058600000002,0.1120000000000001,117.4079999999999
23,3341,11890,X1.1,2013-11-07 16:26:00,4.315973e+22,97.292,0.01236714,11892.52,48.264,4356.401,64.055,0.02978531,53.783,100.638,0.0682805,82360270000000.0,27084380000000.0,1.11967e+24,46.042,2341.69751,4.795,876.719,4.60479e+21,5.125,0.0039267,1003.3199999999997,3.412000000000006,261.9840000000004,1.0119999999999862,0.012549929999999997,2.2340000000000018,8.113,0.10910162,2262390000000.0,12083030000000.0,8.122199999999998e+22,1.8520000000000039,24.924804000000222,0.0680000000000005,284.9340000000001
24,3341,11890,X1.1,2013-11-09 17:14:00,3.430797e+22,107.466,0.01597188,11672.66,44.529,3366.566,67.605,0.03438714,52.977,113.041,0.02684076,62452440000000.0,26620390000000.0,8.19704e+23,44.081,2176.266113,4.597,844.513,3.7986000000000197e+20,0.7579999999999956,0.006216630000000001,213.21999999999935,0.117999999999995,18.62099999999964,0.804000000000002,0.013771179999999997,0.1910000000000025,1.4470000000000027,0.20440275000000002,1941350000000.0,15511590000000.0,2.6796599999999993e+22,0.3719999999999999,1.211182000000008,0.0009999999999994458,321.38800000000003
25,3563,11943,M4.0,2014-01-04 07:46:00,1.088652e+23,86.75,0.00770501,11740.82,36.278,7684.75,50.032,0.01470942,46.146,94.308,0.0900737,151747000000000.0,39936030000000.0,2.410371e+24,41.042,3859.927246,5.146,1191.056,3.5080000000000115e+21,2.796999999999997,0.0001304500000000007,648.1499999999996,3.3659999999999997,233.29200000000037,3.0359999999999943,0.00018261999999999966,1.8999999999999986,2.2280000000000086,0.003918810000000009,11088500000000.0,5194220000000.0,1.2041099999999986e+23,1.8590000000000018,103.85864200000015,0.040000000000000036,26.903999999999996
26,3563,11944,X1.2,2014-01-07 06:32:00,8.481212e+22,93.341,0.01575716,17026.43,52.33,7353.627,58.81,0.0285049,55.923,99.508,0.21574619,144294600000000.0,71831630000000.0,2.927895e+24,49.107,4428.777832,4.989,2040.237,4.0628100000000036e+21,2.0549999999999926,0.00114446,677.3999999999996,1.6000000000000014,22.567000000000007,0.5810000000000031,0.0009874399999999992,0.8329999999999984,3.896000000000001,0.021943149999999995,3245200000000.0,5134290000000.0,3.043999999999982e+22,0.9639999999999986,137.89746100000048,0.009000000000000341,49.30000000000018
27,3721,11974,M1.7,2014-02-10 15:31:00,1.74467e+22,111.299,0.00475249,8501.58,38.973,1888.92,68.976,0.01255181,51.722,112.675,0.1589649,39812580000000.0,2482433000000.0,3.442805e+23,41.19,1166.299683,4.35,144.913,1.5475800000000017e+21,0.9229999999999876,0.0017024699999999998,759.3919999999998,4.225999999999999,153.57500000000005,3.3460000000000036,0.0048281,2.6570000000000036,0.2639999999999958,0.03248556999999999,4662910000000.0,1237619000000.0,2.2712e+22,2.024000000000001,81.44189499999993,0.1719999999999997,49.524000000000015
28,3894,12017,X1.0,2014-03-29 05:48:00,1.203509e+22,122.398,0.01505728,7554.957,25.653,1149.391,68.952,0.03917394,43.494,128.079,0.00606509,22175810000000.0,14028020000000.0,1.862084e+23,35.007,786.542969,4.328,279.448,5.381800000000004e+20,3.9470000000000027,0.002340789999999999,198.25800000000072,4.145,31.99799999999982,2.5259999999999962,0.007712869999999997,2.8699999999999974,2.100999999999999,0.26173646,1275180000000.0,3072260000000.0,9.712900000000007e+21,1.2700000000000031,35.38836600000002,0.07899999999999974,49.724999999999966
29,3941,12027,M6.5,2014-04-02 02:05:00,2.544077e+22,81.485,-0.00418315,6422.368,17.816,1365.165,35.998,-0.01042135,34.719,84.432,0.03276407,24770130000000.0,831332400000.0,3.231028e+23,28.785,630.460327,4.043,158.458,7.65282e+21,8.281999999999996,0.0027723,1590.754,3.9480000000000004,455.033,1.2629999999999981,0.00746784,2.513999999999996,10.939000000000007,0.10405422,7628990000000.0,2775334600000.0,3.891400000000002e+22,3.2900000000000027,176.54238900000001,4.043,27.272999999999996
30,3999,12036,M7.3,2014-04-18 01:03:00,2.838492e+22,99.294,0.0034363,8991.062,44.623,2323.878,60.869,0.00829479,52.625,102.257,0.2215661,49927810000000.0,5575967000000.0,5.667214e+23,44.382,1345.862915,4.335,163.087,7.915800000000007e+20,0.4969999999999999,0.00017797000000000038,822.210000000001,3.9470000000000027,171.8689999999997,3.9000000000000057,0.00026785000000000003,2.780999999999999,0.09799999999999898,0.11210006999999998,2873670000000.0,2683867000000.0,8.294680000000002e+22,2.186,188.37463400000001,0.06700000000000017,0.6589999999999918
31,4197,12085,M3.1,2014-06-12 10:16:00,8.869315e+22,89.343,0.00262079,10342.18,30.895,5738.103,48.18,0.00513279,43.405,97.512,-0.15943645,110194800000000.0,16444020000000.0,1.688209e+24,37.556,3238.94751,4.997,322.124,1.1161509999999996e+22,3.3370000000000033,0.00046310000000000014,372.3289999999997,3.366000000000003,616.433,3.3359999999999985,0.0012159500000000004,1.9679999999999964,0.8689999999999998,0.0024213599999999835,4923600000000.0,6391480000000.0,2.0121899999999976e+23,1.5720000000000027,199.51367200000004,0.2400000000000002,24.20599999999996
32,4294,12106,M1.4,2014-06-30 23:23:00,4.704285e+22,89.312,-0.00013865,2290.322,5.854,2454.255,38.511,-0.00041752,27.944,90.591,-0.065963,48074760000000.0,2498337000000.0,2.119361e+23,22.968,926.463013,4.129,9.661,1.1018920000000004e+22,12.739999999999995,0.00167081,458.44500000000016,2.015,821.9730000000002,5.385000000000005,0.00539506,1.7509999999999977,12.654999999999987,0.007039599999999993,15205430000000.0,248615000000.0,7.916530000000001e+22,1.7680000000000007,390.727295,0.21299999999999963,73.953
33,4698,12192,M4.0,2014-10-23 19:48:00,1.44264e+23,95.082,-0.00297365,19015.39,51.909,12043.397,58.478,-0.00534174,54.256,106.344,0.09932285,227235700000000.0,10873870000000.0,5.312531e+24,48.676,6896.401855,5.442,625.561,8.072799999999993e+21,1.6519999999999868,0.0002210799999999998,735.8600000000006,1.2439999999999998,964.8430000000008,1.6219999999999999,0.00026385000000000037,0.7409999999999997,2.5009999999999906,0.023517990000000003,13534800000000.0,1831580000000.0,1.0527099999999996e+23,0.44999999999999574,66.24169900000015,0.11099999999999977,79.13999999999999
34,4781,12205,M2.0,2014-11-06 16:25:00,4.721326e+22,92.478,0.02181381,6495.034,22.157,4085.398,48.38,0.05750834,38.031,99.857,-0.03099165,73435430000000.0,49864730000000.0,6.156501e+23,32.8,1398.212891,4.799,1556.917,3.447500000000014e+20,1.7779999999999916,0.003873460000000002,737.1130000000003,2.321999999999999,149.78899999999976,0.0519999999999996,0.0011959699999999976,1.4149999999999991,1.230000000000004,0.03178836,7715660000000.0,4909340000000.0,4.3852000000000844e+21,1.990999999999996,63.631835999999794,0.008999999999999453,101.22199999999998
35,4781,12205,X1.6,2014-11-07 05:26:00,4.079302e+22,103.132,0.02867682,7666.801,24.656,4052.933,53.545,0.07079376,39.57,110.392,0.09373035,66979720000000.0,56006340000000.0,6.185984e+23,33.944,1459.802612,4.876,1742.203,6.312439999999995e+21,10.957999999999998,0.00770527,1248.116,1.8989999999999974,36.79500000000007,5.715000000000003,0.013197609999999999,1.1439999999999984,10.599999999999994,0.07531653,5001620000000.0,3712260000000.0,6.727099999999962e+21,0.8680000000000021,54.89257799999996,0.06099999999999994,203.77199999999993
36,4817,12209,M3.7,2014-11-15 08:46:00,1.209543e+23,87.963,0.00390062,8214.26,19.308,7211.073,41.484,0.0088272,36.31,94.068,0.06099404,138256200000000.0,34911000000000.0,1.855571e+24,31.515,4141.656738,4.816,663.472,1.0174300000000003e+22,7.3289999999999935,0.00153878,805.0030000000006,2.0680000000000014,1278.3270000000002,4.533000000000001,0.00381569,0.005000000000002558,6.134,0.011819899999999994,31036400000000.0,18079600000000.0,6.119799999999994e+22,0.28600000000000136,741.9716789999998,0.12400000000000055,309.661
37,4941,12241,M1.1,2014-12-16 13:50:00,2.410096e+22,100.295,0.01093444,9305.09,41.354,1999.957,60.375,0.02489256,50.219,107.441,-0.03473854,42816180000000.0,15639060000000.0,4.568099e+23,42.975,995.785461,4.486,404.202,2.9802800000000013e+21,3.9849999999999994,0.002247549999999999,1651.9570000000003,8.04,321.971,0.5670000000000002,0.00440697,4.569000000000003,3.1629999999999967,0.08285146,10071550000000.0,1190460000000.0,1.4113559999999998e+23,4.587000000000003,272.57104400000003,0.1280000000000001,5.218000000000018
38,4920,12242,M8.7,2014-12-16 16:51:00,6.24179e+22,108.326,0.00530294,9735.874,36.151,5428.565,61.785,0.01400869,48.038,113.07,0.43425199,113046900000000.0,24753550000000.0,1.319796e+24,39.623,4765.849609,5.031,541.287,2.3544500000000007e+21,1.0330000000000013,0.0039768,72.4380000000001,1.831000000000003,15.112999999999374,0.546999999999997,0.00888166,0.9189999999999969,1.3540000000000134,0.13511351,4502800000000.0,11307980000000.0,8.965699999999978e+22,0.7119999999999962,205.02831999999944,0.02999999999999936,348.20399999999995
39,4920,12242,X1.8,2014-12-19 12:28:00,1.01006e+23,99.929,0.00512568,7645.303,29.15,7313.067,50.713,0.01419279,41.878,104.603,0.19403341,150238300000000.0,46272140000000.0,1.638377e+24,35.56,4337.577637,5.156,827.048,3.068009999999997e+21,4.390999999999991,0.0025844100000000005,1079.2559999999994,0.7759999999999998,214.02499999999964,3.9810000000000016,0.005777749999999998,0.7269999999999968,4.981000000000009,0.004716159999999997,2296900000000.0,9872860000000.0,1.29286e+23,0.867999999999995,254.10888599999998,0.0129999999999999,349.164
40,5026,12257,M5.6,2015-01-12 16:24:00,3.088142e+22,80.138,-0.00156557,7961.969,25.363,1808.469,44.142,-0.00317649,39.839,87.977,-0.21644166,30548400000000.0,4965778000000.0,4.330731e+23,33.755,789.535034,4.289,64.12,4.906399999999974e+20,0.04599999999999227,0.00021525000000000016,525.6030000000001,4.926000000000002,170.11799999999994,3.1799999999999997,0.0002410400000000001,3.0360000000000014,1.043999999999997,0.14525352000000002,4967840000000.0,1044038000000.0,5.636270000000005e+22,3.1400000000000006,41.426391999999964,0.021999999999999353,5.490000000000002
41,5144,12280,M2.4,2015-02-09 11:35:00,2.000769e+22,106.184,0.00746949,9380.722,36.778,1728.153,61.817,0.01774422,48.416,110.862,-0.09482419,34093390000000.0,9964058000000.0,3.883287e+23,40.46,909.398438,4.564,232.824,2.1207499999999993e+21,4.646000000000001,0.004667879999999999,298.4979999999996,6.033999999999999,132.1790000000001,0.29699999999999704,0.010596000000000001,3.558,3.6529999999999916,0.18219590000000002,115930000000.0,4733955000000.0,2.1173799999999966e+22,3.0600000000000023,44.626832000000036,0.04800000000000004,147.55200000000002
42,5298,12297,M5.8,2015-03-09 11:53:00,2.819176e+22,97.006,0.02363142,8250.488,28.567,2382.99,50.265,0.0545909,42.034,105.635,-0.16551562,43970760000000.0,44082350000000.0,4.564363e+23,37.015,1069.615356,4.598,984.391,4.3222799999999976e+21,6.376999999999995,0.004427219999999999,1252.1879999999992,5.6419999999999995,156.70999999999958,6.240000000000002,0.00979029,3.661999999999999,8.52300000000001,0.006636959999999997,3948570000000.0,5348200000000.0,1.6437299999999995e+22,4.027000000000001,129.53814699999998,0.09600000000000009,75.245
43,5298,12297,M5.1,2015-03-09 15:24:00,2.911022e+22,100.104,0.0249596,7931.327,27.984,2421.621,51.606,0.05862321,41.932,106.373,0.00202053,45454980000000.0,47527220000000.0,4.586871e+23,36.589,1098.332764,4.715,1086.891,3.214259999999999e+21,9.831999999999994,0.004300149999999999,644.0709999999999,3.492000000000001,140.8209999999999,6.742000000000004,0.00872688,2.567,10.225000000000009,0.09518416,4288290000000.0,8056970000000.0,8.963500000000036e+21,2.530999999999999,140.55072099999995,0.20999999999999996,88.62600000000009
44,5298,12297,X2.2,2015-03-11 04:22:00,2.47023e+22,103.407,0.04049462,13525.38,40.637,2958.618,64.263,0.085379,50.145,113.869,0.20989631,49783180000000.0,59451080000000.0,6.829269e+23,42.81,1295.738281,5.015,1539.565,1.9570500000000005e+21,2.304000000000002,0.0022111600000000037,3671.2309999999998,6.686,70.20699999999988,7.423000000000002,0.009915370000000007,4.123000000000005,7.712000000000003,0.051736859999999996,1967300000000.0,743990000000.0,1.0900759999999995e+23,3.103999999999999,77.11987299999987,0.15199999999999925,139.31799999999998
45,5298,12297,M1.0,2015-03-17 11:34:00,3.400129e+22,91.087,0.01726162,7511.911,17.859,2344.243,40.402,0.03948063,34.1,95.49,-0.01851576,37369240000000.0,25154330000000.0,4.838034e+23,28.115,998.304443,4.569,837.119,1.929109999999999e+21,1.5720000000000027,0.0014642500000000003,231.20899999999983,1.3309999999999995,406.2550000000001,1.347999999999999,0.007797619999999998,1.3260000000000005,1.4279999999999973,0.11713962,7533850000000.0,6287290000000.0,8.13103e+22,1.836000000000002,28.085694000000103,0.08699999999999974,191.88600000000008
46,5692,12371,M3.0,2015-06-18 05:36:00,5.206558e+22,83.668,-0.00762318,13312.56,43.006,3721.231,52.587,-0.01272817,49.369,93.195,0.11710393,65479370000000.0,20459370000000.0,1.205948e+24,43.249,1759.650513,4.897,519.985,2.721770000000001e+21,9.137,0.0021528700000000003,1836.1800000000003,4.573,594.2840000000001,6.727000000000004,0.0026562600000000006,2.054000000000002,11.363,0.061227619999999996,11318650000000.0,1598550000000.0,1.74672e+23,2.6200000000000045,250.305298,0.27800000000000047,149.853
